Picked At,Pick Number,Appearance,First Name,Last Name,Team,Position,Draft,Draft Entry,Draft Entry Fee,Draft Size,Draft Total Prizes,Tournament Title,Tournament,Tournament Entry Fee,Tournament Total Prizes,Tournament Size,Draft Pool Title,Draft Pool,Draft Pool Entry Fee,Draft Pool Total Prizes,Draft Pool Size,Weekly Winner Title,Weekly Winner,Weekly Winner Entry Fee,Weekly Winner Total Prizes,Weekly Winner Size
2026-08-25 01:13:10 UTC,96,da734ea2-17b9-42ba-a72c-637567ceb44c,Chuba,Hubbard,CAR,RB,db5a8d42-3860-4852-8b95-ca4e036f3729,6ced09a2-506f-4242-8ffa-357610eaa031,,12,,,,,,,,,,,,Weekly Winners,21004ed7-7e8d-49e0-b87c-5f09a3edb77a,10.0,1700000.0,186840
2026-08-23 20:11:57 UTC,79,37a5b1dc-d189-4cb0-9f28-9f9dbf16e8a2,Makai,Lemon,PHI,WR,ba20d4c8-5e70-4dba-80f8-6abfaeb686f2,d41bc161-391d-4d60-b31b-ccf94f4a5a17,,12,,,,,,,,,,,,Weekly Winners,21004ed7-7e8d-49e0-b87c-5f09a3edb77a,10.0,1700000.0,186840
2026-08-24 13:48:17 UTC,68,34beca63-a1d8-4b9a-a051-2a2899c55dd7,Carnell,Tate,TEN,WR,d9fa7589-33f9-420c-b425-ce6fc9ecb810,978217e2-8cf4-4eb6-8fcd-58efeec456bc,,12,,,,,,,,,,,,Weekly Winners,21004ed7-7e8d-49e0-b87c-5f09a3edb77a,10.0,1700000.0,186840
2026-08-30 14:02:51 UTC,137,3a43ee64-1e4b-489e-ad8b-066c22af1335,Juwan,Johnson,NO,TE,9cf848ab-2f6e-4717-aaf1-037f4bc9d791,c1fdeff4-8673-4e48-a31d-3fa665c6e977,,12,,,,,,,,,,,,Weekly Winners,21004ed7-7e8d-49e0-b87c-5f09a3edb77a,10.0,1700000.0,186840
2026-09-03 18:08:05 UTC,170,55aea8c1-eb0c-4a13-a1f9-f51ce59d6d11,C.J.,Stroud,HOU,QB,eda3ada1-c0f4-44f2-8c8a-b58e6236c317,aa85cd98-cccf-4089-86c5-2760b9a85957,,12,,,,,,,,,,,,Weekly Winners,21004ed7-7e8d-49e0-b87c-5f09a3edb77a,10.0,1700000.0,186840
2026-08-17 02:16:03 UTC,30,05e934c4-ee4d-43ce-8df0-3b42b9bc9a79,Trey,McBride,ARI,TE,fc77e175-bb99-4386-92dd-1b6f49ad2fc2,62d32b5d-bcc2-48d2-acf7-71dd208fbb6e,,12,,,,,,,,,,,,Weekly Winners,21004ed7-7e8d-49e0-b87c-5f09a3edb77a,10.0,1700000.0,186840
2026-09-02 02:25:06 UTC,182,49dd2d8a-d21d-4757-a2d8-05e5e3f39d2d,Bryce,Young,CAR,QB,b0c8cc57-d2fe-4573-aa7a-62317ebba563,4425e129-178d-41c3-9701-68bed5649054,,12,,,,,,,,,,,,Weekly Winners,21004ed7-7e8d-49e0-b87c-5f09a3edb77a,10.0,1700000.0,186840
2026-08-15 14:22:49 UTC,46,5653c54a-6e3c-43da-85fc-9ed6a179eaf7,Josh,Jacobs,GB,RB,9fe1f2a8-d64b-4f85-a49f-6f35bf71c9bb,9e642807-05dd-4ebd-b516-150ea674c423,,12,,,,,,,,,,,,Weekly Winners,21004ed7-7e8d-49e0-b87c-5f09a3edb77a,10.0,1700000.0,186840
2026-09-04 13:46:04 UTC,194,ace07fec-47fa-41b0-8f67-900ca5261ed3,Oronde,Gadsden,LAC,TE,eda3ada1-c0f4-44f2-8c8a-b58e6236c317,aa85cd98-cccf-4089-86c5-2760b9a85957,,12,,,,,,,,,,,,Weekly Winners,21004ed7-7e8d-49e0-b87c-5f09a3edb77a,10.0,1700000.0,186840
2026-08-15 13:38:47 UTC,18,dc7613e2-f553-47c1-b269-06d6975b73c8,Omarion,Hampton,LAC,RB,06e038da-c58d-479f-80d8-1bc374719d01,75975984-b6d1-4c87-8278-a797757d43b3,,12,,,,,,,,,,,,Weekly Winners,21004ed7-7e8d-49e0-b87c-5f09a3edb77a,10.0,1700000.0,186840
2026-08-16 20:55:37 UTC,19,dc7613e2-f553-47c1-b269-06d6975b73c8,Omarion,Hampton,LAC,RB,fc77e175-bb99-4386-92dd-1b6f49ad2fc2,62d32b5d-bcc2-48d2-acf7-71dd208fbb6e,,12,,,,,,,,,,,,Weekly Winners,21004ed7-7e8d-49e0-b87c-5f09a3edb77a,10.0,1700000.0,186840
2026-08-27 18:35:10 UTC,120,0b903bf2-bf13-4c61-9c10-f02fdada5488,Jake,Ferguson,DAL,TE,c35db5be-c1bd-4a6b-826b-702666f4e206,2d1e432b-7776-4af2-98fd-1dbe3fccdb5b,,12,,,,,,,,,,,,Weekly Winners,21004ed7-7e8d-49e0-b87c-5f09a3edb77a,10.0,1700000.0,186840
2026-08-17 11:41:13 UTC,25,30b25589-c619-4a6c-924f-bfae3cd9a16f,Nico,Collins,HOU,WR,c35db5be-c1bd-4a6b-826b-702666f4e206,2d1e432b-7776-4af2-98fd-1dbe3fccdb5b,,12,,,,,,,,,,,,Weekly Winners,21004ed7-7e8d-49e0-b87c-5f09a3edb77a,10.0,1700000.0,186840
2026-08-31 11:21:05 UTC,148,1f29dc14-d19b-4886-9b0b-f8e599037375,Dontayvion,Wicks,PHI,WR,8f31166e-cb06-433f-a44c-c2e59eba3657,e62f07af-23cc-4dc1-9e56-c52a5ffc7507,,12,,,,,,,,,,,,Weekly Winners,21004ed7-7e8d-49e0-b87c-5f09a3edb77a,10.0,1700000.0,186840
2026-08-31 20:23:16 UTC,152,5c5dfc3f-3923-489b-b11a-e24c351a344f,Jonah,Coleman,DEN,RB,f3f6202f-a143-4f08-b8e3-b8866febb859,787ef363-c32b-4705-9f73-268550540b0a,,12,,,,,,,,,,,,Weekly Winners,21004ed7-7e8d-49e0-b87c-5f09a3edb77a,10.0,1700000.0,186840
2026-08-19 18:55:17 UTC,49,edf31dae-c400-433e-83bc-9fdece811568,Davante,Adams,LAR,WR,8e3a3895-359c-4736-87ed-3c327adca338,d28f1914-0bd5-45f4-add2-df3d1c5e983b,,12,,,,,,,,,,,,Weekly Winners,21004ed7-7e8d-49e0-b87c-5f09a3edb77a,10.0,1700000.0,186840
2026-09-04 18:03:29 UTC,213,9281bf0c-0ef1-4103-a91e-f893a0659173,Najee,Harris,NYG,RB,8f31166e-cb06-433f-a44c-c2e59eba3657,e62f07af-23cc-4dc1-9e56-c52a5ffc7507,,12,,,,,,,,,,,,Weekly Winners,21004ed7-7e8d-49e0-b87c-5f09a3edb77a,10.0,1700000.0,186840
2026-08-24 11:51:18 UTC,77,b4da19e1-6218-4455-bc0a-42bc626abcf6,Marvin,Harrison,ARI,WR,ba39ca1f-03a4-41f9-bebe-e72bfe88f5bd,6835ce50-c3fb-490c-8a81-678475af8ccc,,12,,,,,,,,,,,,Weekly Winners,21004ed7-7e8d-49e0-b87c-5f09a3edb77a,10.0,1700000.0,186840
2026-08-30 16:30:24 UTC,128,bfe162da-a773-43ba-a6b0-167e1314164a,Keaton,Mitchell,LAC,RB,c60fd17d-0bdb-4ee7-be40-d1bcffbb5c1e,5befaed3-da4c-4bdf-862a-78f5f08dafb1,,12,,,,,,,,,,,,Weekly Winners,21004ed7-7e8d-49e0-b87c-5f09a3edb77a,10.0,1700000.0,186840
2026-08-31 22:22:41 UTC,145,e485ae4e-15c9-478e-bb97-9d5dd292820a,Ryan,Flournoy,DAL,WR,b06d443b-af79-4d72-84a4-22cc5097c7ae,f347ff6e-740b-464c-a486-c2b2e498048e,,12,,,,,,,,,,,,Weekly Winners,21004ed7-7e8d-49e0-b87c-5f09a3edb77a,10.0,1700000.0,186840
2026-08-15 14:38:08 UTC,147,3a43ee64-1e4b-489e-ad8b-066c22af1335,Juwan,Johnson,NO,TE,9fe1f2a8-d64b-4f85-a49f-6f35bf71c9bb,9e642807-05dd-4ebd-b516-150ea674c423,,12,,,,,,,,,,,,Weekly Winners,21004ed7-7e8d-49e0-b87c-5f09a3edb77a,10.0,1700000.0,186840
2026-08-29 02:09:30 UTC,116,b642379c-1ada-403e-adae-7bdc7fa4035a,Wan'Dale,Robinson,TEN,WR,ba39ca1f-03a4-41f9-bebe-e72bfe88f5bd,6835ce50-c3fb-490c-8a81-678475af8ccc,,12,,,,,,,,,,,,Weekly Winners,21004ed7-7e8d-49e0-b87c-5f09a3edb77a,10.0,1700000.0,186840
2026-08-25 11:33:11 UTC,104,94648f1f-e9bf-46c4-a463-40f8c50f6d39,Xavier,Worthy,KC,WR,b91a01c3-635c-4512-b6a6-1f8b5010fac6,4cfea67b-a4bf-450b-8205-c4f5f3c4d2bc,,12,,,,,,,,,,,,Weekly Winners,21004ed7-7e8d-49e0-b87c-5f09a3edb77a,10.0,1700000.0,186840
2026-08-16 18:14:23 UTC,7,de5b18b5-9ed7-4d3a-900b-32a471551d60,Jonathan,Taylor,IND,RB,ba20d4c8-5e70-4dba-80f8-6abfaeb686f2,d41bc161-391d-4d60-b31b-ccf94f4a5a17,,12,,,,,,,,,,,,Weekly Winners,21004ed7-7e8d-49e0-b87c-5f09a3edb77a,10.0,1700000.0,186840
2026-08-20 22:45:55 UTC,59,cb3a76ab-baf2-49c2-9fe2-444a1ec49398,Terry,McLaurin,WAS,WR,b0c8cc57-d2fe-4573-aa7a-62317ebba563,4425e129-178d-41c3-9701-68bed5649054,,12,,,,,,,,,,,,Weekly Winners,21004ed7-7e8d-49e0-b87c-5f09a3edb77a,10.0,1700000.0,186840
2026-08-25 21:20:18 UTC,79,e2041ec4-4cc4-4f3f-8f55-593ef2c6b19d,Jalen,Hurts,PHI,QB,a3f3d3b9-2a15-4440-bb4d-31e6b98fbb17,63867e8e-c985-4686-a083-369578c2c1c1,,12,,,,,,,,,,,,Weekly Winners,21004ed7-7e8d-49e0-b87c-5f09a3edb77a,10.0,1700000.0,186840
2026-08-18 18:10:42 UTC,36,baa3e3ec-aac3-4b9e-b115-67d8f1ee41e6,Zay,Flowers,BAL,WR,f0e29ddc-0450-48fd-891f-e863af391747,f1fe43cd-20e2-4cc3-a7e9-061f64cdb969,,12,,,,,,,,,,,,Weekly Winners,21004ed7-7e8d-49e0-b87c-5f09a3edb77a,10.0,1700000.0,186840
2026-08-16 18:15:03 UTC,17,dc7613e2-f553-47c1-b269-06d6975b73c8,Omarion,Hampton,LAC,RB,b91a01c3-635c-4512-b6a6-1f8b5010fac6,4cfea67b-a4bf-450b-8205-c4f5f3c4d2bc,,12,,,,,,,,,,,,Weekly Winners,21004ed7-7e8d-49e0-b87c-5f09a3edb77a,10.0,1700000.0,186840
2026-08-23 16:27:39 UTC,65,8ac32621-1c13-4ded-9b44-2590972a9e37,Brian,Thomas,JAX,WR,9cf848ab-2f6e-4717-aaf1-037f4bc9d791,c1fdeff4-8673-4e48-a31d-3fa665c6e977,,12,,,,,,,,,,,,Weekly Winners,21004ed7-7e8d-49e0-b87c-5f09a3edb77a,10.0,1700000.0,186840
2026-09-01 11:45:56 UTC,157,103164fe-09fb-48fd-8936-86d748ab81fc,Zach,Charbonnet,SEA,RB,f0e29ddc-0450-48fd-891f-e863af391747,f1fe43cd-20e2-4cc3-a7e9-061f64cdb969,,12,,,,,,,,,,,,Weekly Winners,21004ed7-7e8d-49e0-b87c-5f09a3edb77a,10.0,1700000.0,186840
2026-08-29 00:04:05 UTC,144,c0e6454a-fe4a-4a61-98c1-f91a9bb525a8,Tyler,Shough,NO,QB,db5a8d42-3860-4852-8b95-ca4e036f3729,6ced09a2-506f-4242-8ffa-357610eaa031,,12,,,,,,,,,,,,Weekly Winners,21004ed7-7e8d-49e0-b87c-5f09a3edb77a,10.0,1700000.0,186840
2026-09-01 11:46:12 UTC,161,ec25c6ff-f64b-4eb2-9219-614baf6dc2c5,Sam,Darnold,SEA,QB,f3f6202f-a143-4f08-b8e3-b8866febb859,787ef363-c32b-4705-9f73-268550540b0a,,12,,,,,,,,,,,,Weekly Winners,21004ed7-7e8d-49e0-b87c-5f09a3edb77a,10.0,1700000.0,186840
2026-08-30 11:23:06 UTC,151,ec25c6ff-f64b-4eb2-9219-614baf6dc2c5,Sam,Darnold,SEA,QB,ba20d4c8-5e70-4dba-80f8-6abfaeb686f2,d41bc161-391d-4d60-b31b-ccf94f4a5a17,,12,,,,,,,,,,,,Weekly Winners,21004ed7-7e8d-49e0-b87c-5f09a3edb77a,10.0,1700000.0,186840
