Picked At,Pick Number,Appearance,First Name,Last Name,Team,Position,Draft,Draft Entry,Draft Entry Fee,Draft Size,Draft Total Prizes,Tournament Title,Tournament,Tournament Entry Fee,Tournament Total Prizes,Tournament Size,Draft Pool Title,Draft Pool,Draft Pool Entry Fee,Draft Pool Total Prizes,Draft Pool Size,Weekly Winner Title,Weekly Winner,Weekly Winner Entry Fee,Weekly Winner Total Prizes,Weekly Winner Size
2026-07-25 01:36:11 UTC,16,6ed8fa4f-065c-4166-bd39-81555e655948,Chase,Brown,CIN,RB,85c34e99-318d-4355-9bdd-6b04498fac12,efdb5575-58f5-4248-ace5-2f83b7f2bc13,,12,,The Pug,073e644f-a358-4235-b8b3-128a51ebd64d,12.0,200000.0,18600,,,,,,,,,,
2026-08-31 11:21:27 UTC,149,9ad5fbe4-e29b-4c36-a7cb-9309acf60abe,Tank,Bigsby,PHI,RB,a19c8a96-08c5-4f35-ba8d-6d83f2f0a91c,d3aadc24-e44e-4a43-9187-d09c1b7fadc7,,12,,The Corgi,fcd8c276-2624-405d-b840-26db5d949cf5,5.0,100000.0,22500,,,,,,,,,,
2026-08-28 23:21:49 UTC,125,be568056-c66d-40fb-8c19-3185c357ced5,Matthew,Stafford,LAR,QB,a19c8a96-08c5-4f35-ba8d-6d83f2f0a91c,d3aadc24-e44e-4a43-9187-d09c1b7fadc7,,12,,The Corgi,fcd8c276-2624-405d-b840-26db5d949cf5,5.0,100000.0,22500,,,,,,,,,,
2026-07-19 03:03:41 UTC,25,02c7a4a9-1a8c-43b9-9b1c-d3eba62cfa47,George,Pickens,DAL,WR,17cc49e9-78f7-4cd6-8553-243322ab205c,acd88e83-9c1e-4761-abf8-513813b23a9e,,12,,The Fast Puppy,4bfb4ac6-ae6b-4756-a23e-9b5f1f6ff339,5.0,1000000.0,225000,,,,,,,,,,
2026-08-14 01:27:48 UTC,159,aa36686a-7005-49d2-8db8-2ccbe6e483e0,Hunter,Henry,NE,TE,99848802-0490-4179-b1e7-bb4742f8194d,74267ecb-beef-4919-a940-62250af42e0e,,12,,The Pug,073e644f-a358-4235-b8b3-128a51ebd64d,12.0,200000.0,18600,,,,,,,,,,
2026-08-10 21:25:39 UTC,148,9abe9b0f-ac15-496a-9fe6-8e2936d122c1,Tyler,Allgeier,ARI,RB,e85be877-3241-4552-a70c-c147d73c3f6d,26af453d-e375-4292-8649-7e2fd1e2f8e0,,12,,The Pug,073e644f-a358-4235-b8b3-128a51ebd64d,12.0,200000.0,18600,,,,,,,,,,
2026-08-08 01:06:19 UTC,117,be568056-c66d-40fb-8c19-3185c357ced5,Matthew,Stafford,LAR,QB,e85be877-3241-4552-a70c-c147d73c3f6d,26af453d-e375-4292-8649-7e2fd1e2f8e0,,12,,The Pug,073e644f-a358-4235-b8b3-128a51ebd64d,12.0,200000.0,18600,,,,,,,,,,
2026-07-29 10:49:14 UTC,39,667ca3ed-1519-414d-83e0-30bf2dc21162,Luther,Burden,CHI,WR,99848802-0490-4179-b1e7-bb4742f8194d,74267ecb-beef-4919-a940-62250af42e0e,,12,,The Pug,073e644f-a358-4235-b8b3-128a51ebd64d,12.0,200000.0,18600,,,,,,,,,,
2026-08-25 21:29:08 UTC,92,9e061e7d-b8a9-4457-903c-59e107eaea12,Michael,Wilson,ARI,WR,a19c8a96-08c5-4f35-ba8d-6d83f2f0a91c,d3aadc24-e44e-4a43-9187-d09c1b7fadc7,,12,,The Corgi,fcd8c276-2624-405d-b840-26db5d949cf5,5.0,100000.0,22500,,,,,,,,,,
2026-07-19 03:26:57 UTC,169,e351f43e-e09b-4509-be8b-9bfa83d46ad7,Ryan,Flournoy,DAL,WR,17cc49e9-78f7-4cd6-8553-243322ab205c,acd88e83-9c1e-4761-abf8-513813b23a9e,,12,,The Fast Puppy,4bfb4ac6-ae6b-4756-a23e-9b5f1f6ff339,5.0,1000000.0,225000,,,,,,,,,,
2026-07-25 11:16:39 UTC,4,cedb5dc7-eb8d-4928-bf85-aea13ee90967,Puka,Nacua,LAR,WR,e85be877-3241-4552-a70c-c147d73c3f6d,26af453d-e375-4292-8649-7e2fd1e2f8e0,,12,,The Pug,073e644f-a358-4235-b8b3-128a51ebd64d,12.0,200000.0,18600,,,,,,,,,,
2026-07-25 02:01:30 UTC,177,0b218e62-7871-4c50-99aa-7268ab5c5c28,Fernando,Mendoza,LV,QB,85c34e99-318d-4355-9bdd-6b04498fac12,efdb5575-58f5-4248-ace5-2f83b7f2bc13,,12,,The Pug,073e644f-a358-4235-b8b3-128a51ebd64d,12.0,200000.0,18600,,,,,,,,,,
2026-08-15 13:34:52 UTC,189,392cac47-00b2-4189-b006-58ebc14b23bf,Jerry,Jeudy,CLE,WR,e85be877-3241-4552-a70c-c147d73c3f6d,26af453d-e375-4292-8649-7e2fd1e2f8e0,,12,,The Pug,073e644f-a358-4235-b8b3-128a51ebd64d,12.0,200000.0,18600,,,,,,,,,,
2026-08-05 12:32:35 UTC,87,9b7b55a2-3b03-4e52-8928-eb34d7c82baa,Dak,Prescott,DAL,QB,99848802-0490-4179-b1e7-bb4742f8194d,74267ecb-beef-4919-a940-62250af42e0e,,12,,The Pug,073e644f-a358-4235-b8b3-128a51ebd64d,12.0,200000.0,18600,,,,,,,,,,
2026-07-19 03:23:54 UTC,144,5b54e335-28d1-4a11-bca1-3fe22ed959e3,Keaton,Mitchell,LAC,RB,17cc49e9-78f7-4cd6-8553-243322ab205c,acd88e83-9c1e-4761-abf8-513813b23a9e,,12,,The Fast Puppy,4bfb4ac6-ae6b-4756-a23e-9b5f1f6ff339,5.0,1000000.0,225000,,,,,,,,,,
2026-07-19 03:20:07 UTC,120,db550ba6-f791-445d-a02c-65d4b8967c52,Mark,Andrews,BAL,TE,17cc49e9-78f7-4cd6-8553-243322ab205c,acd88e83-9c1e-4761-abf8-513813b23a9e,,12,,The Fast Puppy,4bfb4ac6-ae6b-4756-a23e-9b5f1f6ff339,5.0,1000000.0,225000,,,,,,,,,,
2026-07-19 03:15:57 UTC,97,e97d1607-52ac-43a6-80f0-a630cab1e74b,Josh,Downs,IND,WR,17cc49e9-78f7-4cd6-8553-243322ab205c,acd88e83-9c1e-4761-abf8-513813b23a9e,,12,,The Fast Puppy,4bfb4ac6-ae6b-4756-a23e-9b5f1f6ff339,5.0,1000000.0,225000,,,,,,,,,,
2026-07-25 01:51:28 UTC,112,be568056-c66d-40fb-8c19-3185c357ced5,Matthew,Stafford,LAR,QB,85c34e99-318d-4355-9bdd-6b04498fac12,efdb5575-58f5-4248-ace5-2f83b7f2bc13,,12,,The Pug,073e644f-a358-4235-b8b3-128a51ebd64d,12.0,200000.0,18600,,,,,,,,,,
2026-07-25 01:34:53 UTC,9,da561afd-b293-4e29-8986-fe658247131d,Amon-Ra,St. Brown,DET,WR,85c34e99-318d-4355-9bdd-6b04498fac12,efdb5575-58f5-4248-ace5-2f83b7f2bc13,,12,,The Pug,073e644f-a358-4235-b8b3-128a51ebd64d,12.0,200000.0,18600,,,,,,,,,,
2026-07-29 03:16:56 UTC,34,c983ef21-e50f-42a8-b7b1-eb75b071a74f,Josh,Allen,BUF,QB,99848802-0490-4179-b1e7-bb4742f8194d,74267ecb-beef-4919-a940-62250af42e0e,,12,,The Pug,073e644f-a358-4235-b8b3-128a51ebd64d,12.0,200000.0,18600,,,,,,,,,,
2026-08-17 16:08:24 UTC,213,892fedf8-412c-4307-bab0-2a04c33b1642,Nicholas,Singleton,TEN,RB,e85be877-3241-4552-a70c-c147d73c3f6d,26af453d-e375-4292-8649-7e2fd1e2f8e0,,12,,The Pug,073e644f-a358-4235-b8b3-128a51ebd64d,12.0,200000.0,18600,,,,,,,,,,
2026-07-19 03:07:49 UTC,49,3e1631ff-095d-431f-9df2-e30c87ace2b0,Jameson,Williams,DET,WR,17cc49e9-78f7-4cd6-8553-243322ab205c,acd88e83-9c1e-4761-abf8-513813b23a9e,,12,,The Fast Puppy,4bfb4ac6-ae6b-4756-a23e-9b5f1f6ff339,5.0,1000000.0,225000,,,,,,,,,,
2026-08-02 04:11:36 UTC,69,d407419c-8b2a-4590-b343-2f813554d6e0,Marvin,Harrison,ARI,WR,e85be877-3241-4552-a70c-c147d73c3f6d,26af453d-e375-4292-8649-7e2fd1e2f8e0,,12,,The Pug,073e644f-a358-4235-b8b3-128a51ebd64d,12.0,200000.0,18600,,,,,,,,,,
2026-08-20 11:36:55 UTC,207,dc7ac01a-208f-4915-b6c2-a7f2766b7e1d,Colby,Parkinson,LAR,TE,99848802-0490-4179-b1e7-bb4742f8194d,74267ecb-beef-4919-a940-62250af42e0e,,12,,The Pug,073e644f-a358-4235-b8b3-128a51ebd64d,12.0,200000.0,18600,,,,,,,,,,
2026-08-10 16:05:50 UTC,141,9f843748-952c-4e26-b336-d35a73a18c2e,Chig,Okonkwo,WAS,TE,e85be877-3241-4552-a70c-c147d73c3f6d,26af453d-e375-4292-8649-7e2fd1e2f8e0,,12,,The Pug,073e644f-a358-4235-b8b3-128a51ebd64d,12.0,200000.0,18600,,,,,,,,,,
2026-07-25 02:05:03 UTC,201,97ac300b-1153-4a8d-ac58-47f85d74cd51,Pat,Bryant,DEN,WR,85c34e99-318d-4355-9bdd-6b04498fac12,efdb5575-58f5-4248-ace5-2f83b7f2bc13,,12,,The Pug,073e644f-a358-4235-b8b3-128a51ebd64d,12.0,200000.0,18600,,,,,,,,,,
2026-07-19 02:59:39 UTC,1,25cbfc55-cb8a-4589-85de-e91870f65952,Bijan,Robinson,ATL,RB,17cc49e9-78f7-4cd6-8553-243322ab205c,acd88e83-9c1e-4761-abf8-513813b23a9e,,12,,The Fast Puppy,4bfb4ac6-ae6b-4756-a23e-9b5f1f6ff339,5.0,1000000.0,225000,,,,,,,,,,
2026-07-30 17:52:31 UTC,52,61dc9c11-cbf2-4508-bc17-54da23abfb8d,Davante,Adams,LAR,WR,e85be877-3241-4552-a70c-c147d73c3f6d,26af453d-e375-4292-8649-7e2fd1e2f8e0,,12,,The Pug,073e644f-a358-4235-b8b3-128a51ebd64d,12.0,200000.0,18600,,,,,,,,,,
2026-08-08 02:22:48 UTC,106,d83ad27b-1a9b-49ac-984e-49453f424c9f,Kenny,Gainwell,TB,RB,99848802-0490-4179-b1e7-bb4742f8194d,74267ecb-beef-4919-a940-62250af42e0e,,12,,The Pug,073e644f-a358-4235-b8b3-128a51ebd64d,12.0,200000.0,18600,,,,,,,,,,
2026-08-15 18:01:47 UTC,196,578083fd-28b7-4f25-9ab5-76dac063ab44,Kayshon,Boutte,HOU,WR,e85be877-3241-4552-a70c-c147d73c3f6d,26af453d-e375-4292-8649-7e2fd1e2f8e0,,12,,The Pug,073e644f-a358-4235-b8b3-128a51ebd64d,12.0,200000.0,18600,,,,,,,,,,
2026-08-20 16:43:24 UTC,44,c06c8642-d1d0-4df1-8254-ee4e0ea70c5f,Terry,McLaurin,WAS,WR,a19c8a96-08c5-4f35-ba8d-6d83f2f0a91c,d3aadc24-e44e-4a43-9187-d09c1b7fadc7,,12,,The Corgi,fcd8c276-2624-405d-b840-26db5d949cf5,5.0,100000.0,22500,,,,,,,,,,
2026-09-03 17:00:08 UTC,197,ef187a90-1a0c-46af-9775-ebaa0fbbc6d1,Pat,Freiermuth,PIT,TE,a19c8a96-08c5-4f35-ba8d-6d83f2f0a91c,d3aadc24-e44e-4a43-9187-d09c1b7fadc7,,12,,The Corgi,fcd8c276-2624-405d-b840-26db5d949cf5,5.0,100000.0,22500,,,,,,,,,,
2026-07-19 03:11:34 UTC,72,8b23a214-cb44-4db0-a1f2-10a1d6c9e8bf,Caleb,Williams,CHI,QB,17cc49e9-78f7-4cd6-8553-243322ab205c,acd88e83-9c1e-4761-abf8-513813b23a9e,,12,,The Fast Puppy,4bfb4ac6-ae6b-4756-a23e-9b5f1f6ff339,5.0,1000000.0,225000,,,,,,,,,,
2026-08-01 17:36:25 UTC,58,42a418b0-461c-4841-9c74-8f4a3547239c,Christian,Watson,GB,WR,99848802-0490-4179-b1e7-bb4742f8194d,74267ecb-beef-4919-a940-62250af42e0e,,12,,The Pug,073e644f-a358-4235-b8b3-128a51ebd64d,12.0,200000.0,18600,,,,,,,,,,
2026-07-25 01:54:11 UTC,129,db550ba6-f791-445d-a02c-65d4b8967c52,Mark,Andrews,BAL,TE,85c34e99-318d-4355-9bdd-6b04498fac12,efdb5575-58f5-4248-ace5-2f83b7f2bc13,,12,,The Pug,073e644f-a358-4235-b8b3-128a51ebd64d,12.0,200000.0,18600,,,,,,,,,,
2026-07-19 03:24:16 UTC,145,86e4ae73-0fb9-4cbe-a457-71f3f7ea2a22,Travis,Hunter,JAX,WR,17cc49e9-78f7-4cd6-8553-243322ab205c,acd88e83-9c1e-4761-abf8-513813b23a9e,,12,,The Fast Puppy,4bfb4ac6-ae6b-4756-a23e-9b5f1f6ff339,5.0,1000000.0,225000,,,,,,,,,,
2026-07-25 02:06:04 UTC,208,de7bde14-cf9f-4b06-98f4-8c52c41bf649,David,Njoku,LAC,TE,85c34e99-318d-4355-9bdd-6b04498fac12,efdb5575-58f5-4248-ace5-2f83b7f2bc13,,12,,The Pug,073e644f-a358-4235-b8b3-128a51ebd64d,12.0,200000.0,18600,,,,,,,,,,
2026-08-13 11:23:12 UTC,172,84d2c2de-8b5a-41cd-a571-aa7aafcfbc06,Bryce,Young,CAR,QB,e85be877-3241-4552-a70c-c147d73c3f6d,26af453d-e375-4292-8649-7e2fd1e2f8e0,,12,,The Pug,073e644f-a358-4235-b8b3-128a51ebd64d,12.0,200000.0,18600,,,,,,,,,,
2026-07-25 01:58:29 UTC,160,9ad5fbe4-e29b-4c36-a7cb-9309acf60abe,Tank,Bigsby,PHI,RB,85c34e99-318d-4355-9bdd-6b04498fac12,efdb5575-58f5-4248-ace5-2f83b7f2bc13,,12,,The Pug,073e644f-a358-4235-b8b3-128a51ebd64d,12.0,200000.0,18600,,,,,,,,,,
2026-08-23 12:48:38 UTC,77,b63d54a7-769e-4dd3-8ba8-bc1e865afc2f,Tony,Pollard,TEN,RB,a19c8a96-08c5-4f35-ba8d-6d83f2f0a91c,d3aadc24-e44e-4a43-9187-d09c1b7fadc7,,12,,The Corgi,fcd8c276-2624-405d-b840-26db5d949cf5,5.0,100000.0,22500,,,,,,,,,,
2026-08-22 20:18:48 UTC,68,e1bb7729-b87e-4abc-9743-f469d20839bd,Drake,Maye,NE,QB,a19c8a96-08c5-4f35-ba8d-6d83f2f0a91c,d3aadc24-e44e-4a43-9187-d09c1b7fadc7,,12,,The Corgi,fcd8c276-2624-405d-b840-26db5d949cf5,5.0,100000.0,22500,,,,,,,,,,
2026-07-19 03:29:49 UTC,193,625be843-9bf8-4602-9029-a88e52b084bd,Terrance,Ferguson,LAR,TE,17cc49e9-78f7-4cd6-8553-243322ab205c,acd88e83-9c1e-4761-abf8-513813b23a9e,,12,,The Fast Puppy,4bfb4ac6-ae6b-4756-a23e-9b5f1f6ff339,5.0,1000000.0,225000,,,,,,,,,,
2026-08-08 15:09:04 UTC,124,eb7d78fd-a58f-49f4-a5c6-6e75cf6903c0,Aaron,Jones,MIN,RB,e85be877-3241-4552-a70c-c147d73c3f6d,26af453d-e375-4292-8649-7e2fd1e2f8e0,,12,,The Pug,073e644f-a358-4235-b8b3-128a51ebd64d,12.0,200000.0,18600,,,,,,,,,,
2026-07-19 03:11:45 UTC,73,dd7ba07b-e45a-4e8a-af56-8123a2ec1e8e,Quentin,Johnston,LAC,WR,17cc49e9-78f7-4cd6-8553-243322ab205c,acd88e83-9c1e-4761-abf8-513813b23a9e,,12,,The Fast Puppy,4bfb4ac6-ae6b-4756-a23e-9b5f1f6ff339,5.0,1000000.0,225000,,,,,,,,,,
2026-07-26 00:23:19 UTC,15,6ed8fa4f-065c-4166-bd39-81555e655948,Chase,Brown,CIN,RB,99848802-0490-4179-b1e7-bb4742f8194d,74267ecb-beef-4919-a940-62250af42e0e,,12,,The Pug,073e644f-a358-4235-b8b3-128a51ebd64d,12.0,200000.0,18600,,,,,,,,,,
2026-07-19 03:15:43 UTC,96,d83ad27b-1a9b-49ac-984e-49453f424c9f,Kenny,Gainwell,TB,RB,17cc49e9-78f7-4cd6-8553-243322ab205c,acd88e83-9c1e-4761-abf8-513813b23a9e,,12,,The Fast Puppy,4bfb4ac6-ae6b-4756-a23e-9b5f1f6ff339,5.0,1000000.0,225000,,,,,,,,,,
2026-08-18 00:51:05 UTC,29,03e908d2-14b1-49ed-a6e6-56e41a5e9988,Kyren,Williams,LAR,RB,a19c8a96-08c5-4f35-ba8d-6d83f2f0a91c,d3aadc24-e44e-4a43-9187-d09c1b7fadc7,,12,,The Corgi,fcd8c276-2624-405d-b840-26db5d949cf5,5.0,100000.0,22500,,,,,,,,,,
2026-07-25 01:55:01 UTC,136,eb7d78fd-a58f-49f4-a5c6-6e75cf6903c0,Aaron,Jones,MIN,RB,85c34e99-318d-4355-9bdd-6b04498fac12,efdb5575-58f5-4248-ace5-2f83b7f2bc13,,12,,The Pug,073e644f-a358-4235-b8b3-128a51ebd64d,12.0,200000.0,18600,,,,,,,,,,
2026-07-19 03:20:10 UTC,121,28528dbe-2b54-4e90-8daf-b40ff16f4fcb,Romeo,Doubs,NE,WR,17cc49e9-78f7-4cd6-8553-243322ab205c,acd88e83-9c1e-4761-abf8-513813b23a9e,,12,,The Fast Puppy,4bfb4ac6-ae6b-4756-a23e-9b5f1f6ff339,5.0,1000000.0,225000,,,,,,,,,,
2026-07-28 19:13:07 UTC,28,15a3bde4-5f94-46b8-9b44-928336c230fd,Breece,Hall,NYJ,RB,e85be877-3241-4552-a70c-c147d73c3f6d,26af453d-e375-4292-8649-7e2fd1e2f8e0,,12,,The Pug,073e644f-a358-4235-b8b3-128a51ebd64d,12.0,200000.0,18600,,,,,,,,,,
2026-07-19 03:29:46 UTC,192,3a013faa-4c46-49e8-bc5d-54d3a9803c1e,Sean,Tucker,TB,RB,17cc49e9-78f7-4cd6-8553-243322ab205c,acd88e83-9c1e-4761-abf8-513813b23a9e,,12,,The Fast Puppy,4bfb4ac6-ae6b-4756-a23e-9b5f1f6ff339,5.0,1000000.0,225000,,,,,,,,,,
2026-07-25 01:48:05 UTC,88,8b881421-a482-4cae-83bd-a19a96ec5eda,Rico,Dowdle,PIT,RB,85c34e99-318d-4355-9bdd-6b04498fac12,efdb5575-58f5-4248-ace5-2f83b7f2bc13,,12,,The Pug,073e644f-a358-4235-b8b3-128a51ebd64d,12.0,200000.0,18600,,,,,,,,,,
2026-08-17 21:39:25 UTC,20,d7fc5a7b-bbb5-4b53-a9d4-58780f9d3ba1,A.J.,Brown,NE,WR,a19c8a96-08c5-4f35-ba8d-6d83f2f0a91c,d3aadc24-e44e-4a43-9187-d09c1b7fadc7,,12,,The Corgi,fcd8c276-2624-405d-b840-26db5d949cf5,5.0,100000.0,22500,,,,,,,,,,
2026-07-19 03:32:58 UTC,216,c90c934c-9d10-4836-a138-d8ce1e2198d2,Braelon,Allen,NYJ,RB,17cc49e9-78f7-4cd6-8553-243322ab205c,acd88e83-9c1e-4761-abf8-513813b23a9e,,12,,The Fast Puppy,4bfb4ac6-ae6b-4756-a23e-9b5f1f6ff339,5.0,1000000.0,225000,,,,,,,,,,
2026-07-25 01:39:56 UTC,40,667ca3ed-1519-414d-83e0-30bf2dc21162,Luther,Burden,CHI,WR,85c34e99-318d-4355-9bdd-6b04498fac12,efdb5575-58f5-4248-ace5-2f83b7f2bc13,,12,,The Pug,073e644f-a358-4235-b8b3-128a51ebd64d,12.0,200000.0,18600,,,,,,,,,,
2026-08-30 23:59:15 UTC,140,9077a1e5-ae83-43f2-ad88-8e44df2d6f4d,Jake,Ferguson,DAL,TE,a19c8a96-08c5-4f35-ba8d-6d83f2f0a91c,d3aadc24-e44e-4a43-9187-d09c1b7fadc7,,12,,The Corgi,fcd8c276-2624-405d-b840-26db5d949cf5,5.0,100000.0,22500,,,,,,,,,,
2026-07-19 03:07:41 UTC,48,4cf7c6ab-95f6-4e5f-adaa-ec47c1198dd1,Colston,Loveland,CHI,TE,17cc49e9-78f7-4cd6-8553-243322ab205c,acd88e83-9c1e-4761-abf8-513813b23a9e,,12,,The Fast Puppy,4bfb4ac6-ae6b-4756-a23e-9b5f1f6ff339,5.0,1000000.0,225000,,,,,,,,,,
2026-07-25 01:42:52 UTC,57,89d88336-52d9-468c-bbe3-c1167c2e7819,Carnell,Tate,TEN,WR,85c34e99-318d-4355-9bdd-6b04498fac12,efdb5575-58f5-4248-ace5-2f83b7f2bc13,,12,,The Pug,073e644f-a358-4235-b8b3-128a51ebd64d,12.0,200000.0,18600,,,,,,,,,,
2026-08-05 16:00:13 UTC,100,11fab77a-8096-44ac-a426-6b8c9fddc723,Kyle,Pitts,ATL,TE,e85be877-3241-4552-a70c-c147d73c3f6d,26af453d-e375-4292-8649-7e2fd1e2f8e0,,12,,The Pug,073e644f-a358-4235-b8b3-128a51ebd64d,12.0,200000.0,18600,,,,,,,,,,
2026-08-17 16:08:55 UTC,183,da4bbb87-fe7f-4d65-9cbe-c3085d2cbfc1,Dylan,Sampson,CLE,RB,99848802-0490-4179-b1e7-bb4742f8194d,74267ecb-beef-4919-a940-62250af42e0e,,12,,The Pug,073e644f-a358-4235-b8b3-128a51ebd64d,12.0,200000.0,18600,,,,,,,,,,
2026-08-08 15:43:51 UTC,111,0ceab1e0-16a3-42ce-9607-b5bdaf4697b2,Jakobi,Meyers,JAX,WR,99848802-0490-4179-b1e7-bb4742f8194d,74267ecb-beef-4919-a940-62250af42e0e,,12,,The Pug,073e644f-a358-4235-b8b3-128a51ebd64d,12.0,200000.0,18600,,,,,,,,,,
2026-07-25 01:46:48 UTC,81,8abc1bed-0838-40ba-8959-45444bf778a5,RJ,Harvey,DEN,RB,85c34e99-318d-4355-9bdd-6b04498fac12,efdb5575-58f5-4248-ace5-2f83b7f2bc13,,12,,The Pug,073e644f-a358-4235-b8b3-128a51ebd64d,12.0,200000.0,18600,,,,,,,,,,
2026-09-01 18:25:13 UTC,173,0f66297e-c3ab-4840-9cea-c73def0f5ab4,Cam,Ward,TEN,QB,a19c8a96-08c5-4f35-ba8d-6d83f2f0a91c,d3aadc24-e44e-4a43-9187-d09c1b7fadc7,,12,,The Corgi,fcd8c276-2624-405d-b840-26db5d949cf5,5.0,100000.0,22500,,,,,,,,,,
2026-08-13 20:24:01 UTC,154,38bdcde6-0f06-4c83-8e57-6a1d562e57b2,Jalen,Nailor,LV,WR,99848802-0490-4179-b1e7-bb4742f8194d,74267ecb-beef-4919-a940-62250af42e0e,,12,,The Pug,073e644f-a358-4235-b8b3-128a51ebd64d,12.0,200000.0,18600,,,,,,,,,,
2026-08-05 03:34:52 UTC,93,a7519d55-5b58-4b16-a1ca-dce4c21ab284,Kyle,Monangai,CHI,RB,e85be877-3241-4552-a70c-c147d73c3f6d,26af453d-e375-4292-8649-7e2fd1e2f8e0,,12,,The Pug,073e644f-a358-4235-b8b3-128a51ebd64d,12.0,200000.0,18600,,,,,,,,,,
2026-08-20 02:58:33 UTC,202,d11c4534-5691-488e-910d-7707c6c12e44,Geno,Smith,NYJ,QB,99848802-0490-4179-b1e7-bb4742f8194d,74267ecb-beef-4919-a940-62250af42e0e,,12,,The Pug,073e644f-a358-4235-b8b3-128a51ebd64d,12.0,200000.0,18600,,,,,,,,,,
2026-07-30 14:17:20 UTC,45,fdd6ca8b-286d-4eb3-86e0-d2f970f6fa9c,Jaylen,Waddle,DEN,WR,e85be877-3241-4552-a70c-c147d73c3f6d,26af453d-e375-4292-8649-7e2fd1e2f8e0,,12,,The Pug,073e644f-a358-4235-b8b3-128a51ebd64d,12.0,200000.0,18600,,,,,,,,,,
